,"id","participant","IP","V4","field","meta","time"
"58","173","QEW173F","75.171.58.35","meta","sex","male","Tue Oct 12 21:47:52 2010"
"59","173","QEW173F","75.171.58.35","meta","lang","none","Tue Oct 12 21:47:52 2010"
"60","173","QEW173F","75.171.58.35","meta","sugg",,"Tue Oct 12 21:47:52 2010"
"61","174","QNU174O","75.59.227.82","meta","place","USA","Tue Oct 12 21:37:47 2010"
"62","174","QNU174O","75.59.227.82","meta","soundlike","Chicago","Tue Oct 12 21:37:47 2010"
"63","174","QNU174O","75.59.227.82","meta","year","1984","Tue Oct 12 21:37:47 2010"
"64","174","QNU174O","75.59.227.82","meta","sex","female","Tue Oct 12 21:37:47 2010"
"65","174","QNU174O","75.59.227.82","meta","lang","none","Tue Oct 12 21:37:47 2010"
"66","174","QNU174O","75.59.227.82","meta","sugg",,"Tue Oct 12 21:37:47 2010"
"67","177","QES177D","71.200.128.187","meta","place","none","Tue Oct 12 21:51:44 2010"
"68","177","QES177D","71.200.128.187","meta","soundlike","baltimore","Tue Oct 12 21:51:44 2010"
"69","177","QES177D","71.200.128.187","meta","year",,"Tue Oct 12 21:51:44 2010"
"70","177","QES177D","71.200.128.187","meta","sex","male","Tue Oct 12 21:51:44 2010"
"71","177","QES177D","71.200.128.187","meta","lang","none","Tue Oct 12 21:51:44 2010"
"72","177","QES177D","71.200.128.187","meta","sugg",,"Tue Oct 12 21:51:44 2010"
"73","178","QUY178J","74.71.31.54","meta","place","USA","Tue Oct 12 22:05:04 2010"
"74","178","QUY178J","74.71.31.54","meta","soundlike","They usually can't place me","Tue Oct 12 22:05:04 2010"
"75","178","QUY178J","74.71.31.54","meta","year","1979","Tue Oct 12 22:05:04 2010"
"76","178","QUY178J","74.71.31.54","meta","sex","female","Tue Oct 12 22:05:04 2010"
"77","178","QUY178J","74.71.31.54","meta","lang","About 1/4 fluent in French","Tue Oct 12 22:05:04 2010"
"78","178","QUY178J","74.71.31.54","meta","sugg",,"Tue Oct 12 22:05:04 2010"
"79","179","QSX179I","65.32.184.157","meta","place","none","Tue Oct 12 22:07:12 2010"
"80","179","QSX179I","65.32.184.157","meta","soundlike","Florida","Tue Oct 12 22:07:12 2010"
"81","179","QSX179I","65.32.184.157","meta","year",,"Tue Oct 12 22:07:12 2010"
"82","179","QSX179I","65.32.184.157","meta","sex","female","Tue Oct 12 22:07:12 2010"
"83","179","QSX179I","65.32.184.157","meta","lang","Tagalog","Tue Oct 12 22:07:12 2010"
"84","179","QSX179I","65.32.184.157","meta","sugg",,"Tue Oct 12 22:07:12 2010"
"85","182","QNI182X","74.4.76.4","meta","place","USA","Tue Oct 12 22:32:13 2010"
"86","182","QNI182X","74.4.76.4","meta","soundlike","Minnesota","Tue Oct 12 22:32:13 2010"
"87","182","QNI182X","74.4.76.4","meta","year","1970","Tue Oct 12 22:32:13 2010"
"88","182","QNI182X","74.4.76.4","meta","sex","female","Tue Oct 12 22:32:13 2010"
"89","182","QNI182X","74.4.76.4","meta","lang","none","Tue Oct 12 22:32:13 2010"
"90","182","QNI182X","74.4.76.4","meta","sugg",,"Tue Oct 12 22:32:13 2010"
"91","183","QIC183T","173.202.136.185","meta","place","USA","Tue Oct 12 22:34:32 2010"
"92","183","QIC183T","173.202.136.185","meta","soundlike","Wisconsin","Tue Oct 12 22:34:32 2010"
"93","183","QIC183T","173.202.136.185","meta","year","1990","Tue Oct 12 22:34:32 2010"
"94","183","QIC183T","173.202.136.185","meta","sex","female","Tue Oct 12 22:34:32 2010"
"95","183","QIC183T","173.202.136.185","meta","lang","Spanish","Tue Oct 12 22:34:32 2010"
"96","183","QIC183T","173.202.136.185","meta","sugg",,"Tue Oct 12 22:34:32 2010"
"97","184","QGX184F","69.203.146.51","meta","place","USA","Tue Oct 12 22:44:59 2010"
"98","184","QGX184F","69.203.146.51","meta","soundlike","brooklyn","Tue Oct 12 22:44:59 2010"
"99","184","QGX184F","69.203.146.51","meta","year","1987","Tue Oct 12 22:44:59 2010"
"100","184","QGX184F","69.203.146.51","meta","sex","female","Tue Oct 12 22:44:59 2010"
"101","184","QGX184F","69.203.146.51","meta","lang","Russian","Tue Oct 12 22:44:59 2010"
"102","184","QGX184F","69.203.146.51","meta","sugg",,"Tue Oct 12 22:44:59 2010"
"103","187","QPU187N","72.188.252.118","meta","place","USA","Tue Oct 12 23:03:06 2010"
"104","187","QPU187N","72.188.252.118","meta","soundlike","Florida","Tue Oct 12 23:03:06 2010"
"105","187","QPU187N","72.188.252.118","meta","year",,"Tue Oct 12 23:03:06 2010"
"106","187","QPU187N","72.188.252.118","meta","sex","female","Tue Oct 12 23:03:06 2010"
"107","187","QPU187N","72.188.252.118","meta","lang","none","Tue Oct 12 23:03:06 2010"
"108","187","QPU187N","72.188.252.118","meta","sugg",,"Tue Oct 12 23:03:06 2010"
"109","189","QQP189Y","96.250.48.85","meta","place","USA","Tue Oct 12 23:12:17 2010"
"110","189","QQP189Y","96.250.48.85","meta","soundlike","germany","Tue Oct 12 23:12:17 2010"
"111","189","QQP189Y","96.250.48.85","meta","year",,"Tue Oct 12 23:12:17 2010"
"112","189","QQP189Y","96.250.48.85","meta","sex","male","Tue Oct 12 23:12:17 2010"
"113","189","QQP189Y","96.250.48.85","meta","lang","turkish","Tue Oct 12 23:12:17 2010"
"114","189","QQP189Y","96.250.48.85","meta","sugg",,"Tue Oct 12 23:12:17 2010"
"115","190","QHF190P","75.100.53.67","meta","place","USA","Tue Oct 12 23:19:41 2010"
"116","190","QHF190P","75.100.53.67","meta","soundlike","Midwest","Tue Oct 12 23:19:41 2010"
"117","190","QHF190P","75.100.53.67","meta","year","1967","Tue Oct 12 23:19:41 2010"
"118","190","QHF190P","75.100.53.67","meta","sex","male","Tue Oct 12 23:19:41 2010"
"119","190","QHF190P","75.100.53.67","meta","lang",,"Tue Oct 12 23:19:41 2010"
"120","190","QHF190P","75.100.53.67","meta","sugg",,"Tue Oct 12 23:19:41 2010"
"121","191","QDV191H","69.14.127.146","meta","place","USA","Tue Oct 12 23:25:37 2010"
"122","191","QDV191H","69.14.127.146","meta","soundlike","Midwest","Tue Oct 12 23:25:37 2010"
"123","191","QDV191H","69.14.127.146","meta","year","1975","Tue Oct 12 23:25:37 2010"
"124","191","QDV191H","69.14.127.146","meta","sex","female","Tue Oct 12 23:25:37 2010"
"125","191","QDV191H","69.14.127.146","meta","lang","some German, some French","Tue Oct 12 23:25:37 2010"
"126","191","QDV191H","69.14.127.146","meta","sugg",,"Tue Oct 12 23:25:37 2010"
"127","192","QHH192I","173.79.41.218","meta","place","USA","Tue Oct 12 23:35:43 2010"
"128","192","QHH192I","173.79.41.218","meta","soundlike","East Coast","Tue Oct 12 23:35:43 2010"
"129","192","QHH192I","173.79.41.218","meta","year","1990","Tue Oct 12 23:35:43 2010"
"130","192","QHH192I","173.79.41.218","meta","sex","none","Tue Oct 12 23:35:43 2010"
"131","192","QHH192I","173.79.41.218","meta","lang","None","Tue Oct 12 23:35:43 2010"
"132","192","QHH192I","173.79.41.218","meta","sugg",,"Tue Oct 12 23:35:43 2010"
"133","194","QYZ194T","174.71.44.185","meta","place","USA","Wed Oct 13 00:01:51 2010"
"134","194","QYZ194T","174.71.44.185","meta","soundlike","Midwest","Wed Oct 13 00:01:51 2010"
"135","194","QYZ194T","174.71.44.185","meta","year",,"Wed Oct 13 00:01:51 2010"
"136","194","QYZ194T","174.71.44.185","meta","sex","male","Wed Oct 13 00:01:51 2010"
"137","194","QYZ194T","174.71.44.185","meta","lang","None","Wed Oct 13 00:01:51 2010"
"138","194","QYZ194T","174.71.44.185","meta","sugg",,"Wed Oct 13 00:01:51 2010"
"139","195","QQN195I","216.144.37.12","meta","place","USA","Wed Oct 13 00:10:08 2010"
"140","195","QQN195I","216.144.37.12","meta","soundlike","midwest","Wed Oct 13 00:10:08 2010"
"141","195","QQN195I","216.144.37.12","meta","year","1982","Wed Oct 13 00:10:08 2010"
"142","195","QQN195I","216.144.37.12","meta","sex","female","Wed Oct 13 00:10:08 2010"
"143","195","QQN195I","216.144.37.12","meta","lang","none","Wed Oct 13 00:10:08 2010"
"144","195","QQN195I","216.144.37.12","meta","sugg",,"Wed Oct 13 00:10:08 2010"
"145","197","QRZ197E","98.148.190.26","meta","place","USA","Wed Oct 13 00:18:21 2010"
"146","197","QRZ197E","98.148.190.26","meta","soundlike","No determinate place","Wed Oct 13 00:18:21 2010"
"147","197","QRZ197E","98.148.190.26","meta","year","1965","Wed Oct 13 00:18:21 2010"
"148","197","QRZ197E","98.148.190.26","meta","sex","male","Wed Oct 13 00:18:21 2010"
"149","197","QRZ197E","98.148.190.26","meta","lang","none","Wed Oct 13 00:18:21 2010"
"150","197","QRZ197E","98.148.190.26","meta","sugg","Interesting study, thanks!","Wed Oct 13 00:18:21 2010"
"151","199","QKQ199W","24.148.28.249","meta","place","USA","Wed Oct 13 00:34:17 2010"
"152","199","QKQ199W","24.148.28.249","meta","soundlike","Midwest","Wed Oct 13 00:34:17 2010"
"153","199","QKQ199W","24.148.28.249","meta","year","1965","Wed Oct 13 00:34:17 2010"
"154","199","QKQ199W","24.148.28.249","meta","sex","female","Wed Oct 13 00:34:17 2010"
"155","199","QKQ199W","24.148.28.249","meta","lang","English","Wed Oct 13 00:34:17 2010"
"156","199","QKQ199W","24.148.28.249","meta","sugg","I thought the plural of trout was trout.  As in, There are a number of trout in that pond.  He caught 15 trout.","Wed Oct 13 00:34:17 2010"
"157","200","QML200W","64.12.116.199","meta","place","USA","Wed Oct 13 01:42:44 2010"
"158","200","QML200W","64.12.116.199","meta","soundlike","New Jersey","Wed Oct 13 01:42:44 2010"
"159","200","QML200W","64.12.116.199","meta","year",,"Wed Oct 13 01:42:44 2010"
"160","200","QML200W","64.12.116.199","meta","sex","female","Wed Oct 13 01:42:44 2010"
"161","200","QML200W","64.12.116.199","meta","lang","None","Wed Oct 13 01:42:44 2010"
"162","200","QML200W","64.12.116.199","meta","sugg",,"Wed Oct 13 01:42:44 2010"
"163","202","QHP202V","174.18.184.243","meta","place","USA","Wed Oct 13 01:14:27 2010"
"164","202","QHP202V","174.18.184.243","meta","soundlike","Arizona, though usually people don't think I have an accent.","Wed Oct 13 01:14:27 2010"
"165","202","QHP202V","174.18.184.243","meta","year","1986","Wed Oct 13 01:14:27 2010"
"166","202","QHP202V","174.18.184.243","meta","sex","female","Wed Oct 13 01:14:27 2010"
"167","202","QHP202V","174.18.184.243","meta","lang",,"Wed Oct 13 01:14:27 2010"
"168","202","QHP202V","174.18.184.243","meta","sugg",,"Wed Oct 13 01:14:27 2010"
"169","204","QEF204U","173.81.117.246","meta","place","USA","Wed Oct 13 02:43:34 2010"
"170","204","QEF204U","173.81.117.246","meta","soundlike","Northern Michigan","Wed Oct 13 02:43:34 2010"
"171","204","QEF204U","173.81.117.246","meta","year","1973","Wed Oct 13 02:43:34 2010"
"172","204","QEF204U","173.81.117.246","meta","sex","male","Wed Oct 13 02:43:34 2010"
"173","204","QEF204U","173.81.117.246","meta","lang","None","Wed Oct 13 02:43:34 2010"
"174","204","QEF204U","173.81.117.246","meta","sugg",,"Wed Oct 13 02:43:34 2010"
"175","206","QHU206X","151.199.106.165","meta","place","USA","Wed Oct 13 03:28:43 2010"
"176","206","QHU206X","151.199.106.165","meta","soundlike","Virginia","Wed Oct 13 03:28:43 2010"
"177","206","QHU206X","151.199.106.165","meta","year","1989","Wed Oct 13 03:28:43 2010"
"178","206","QHU206X","151.199.106.165","meta","sex","female","Wed Oct 13 03:28:43 2010"
"179","206","QHU206X","151.199.106.165","meta","lang","Japanese, Korean","Wed Oct 13 03:28:43 2010"
"180","206","QHU206X","151.199.106.165","meta","sugg",,"Wed Oct 13 03:28:43 2010"
"181","207","QYC207Q","72.225.165.107","meta","place","USA","Wed Oct 13 03:57:15 2010"
"182","207","QYC207Q","72.225.165.107","meta","soundlike","New York","Wed Oct 13 03:57:15 2010"
"183","207","QYC207Q","72.225.165.107","meta","year","1980","Wed Oct 13 03:57:15 2010"
"184","207","QYC207Q","72.225.165.107","meta","sex","male","Wed Oct 13 03:57:15 2010"
"185","207","QYC207Q","72.225.165.107","meta","lang",,"Wed Oct 13 03:57:15 2010"
"186","207","QYC207Q","72.225.165.107","meta","sugg",,"Wed Oct 13 03:57:15 2010"
"187","208","QXF208K","2.88.79.224","meta","place","none","Wed Oct 13 03:49:46 2010"
"188","208","QXF208K","2.88.79.224","meta","soundlike","West Coast","Wed Oct 13 03:49:46 2010"
"189","208","QXF208K","2.88.79.224","meta","year",,"Wed Oct 13 03:49:46 2010"
"190","208","QXF208K","2.88.79.224","meta","sex","male","Wed Oct 13 03:49:46 2010"
"191","208","QXF208K","2.88.79.224","meta","lang","none","Wed Oct 13 03:49:46 2010"
"192","208","QXF208K","2.88.79.224","meta","sugg",,"Wed Oct 13 03:49:46 2010"
"193","209","QUO209L","76.175.65.192","meta","place","USA","Wed Oct 13 06:41:05 2010"
"194","209","QUO209L","76.175.65.192","meta","soundlike","California","Wed Oct 13 06:41:05 2010"
"195","209","QUO209L","76.175.65.192","meta","year","1991","Wed Oct 13 06:41:05 2010"
"196","209","QUO209L","76.175.65.192","meta","sex","female","Wed Oct 13 06:41:05 2010"
"197","209","QUO209L","76.175.65.192","meta","lang","None","Wed Oct 13 06:41:05 2010"
"198","209","QUO209L","76.175.65.192","meta","sugg",,"Wed Oct 13 06:41:05 2010"
"199","210","QWA210W","122.168.40.81","meta","place","USA","Wed Oct 13 06:45:12 2010"
"200","210","QWA210W","122.168.40.81","meta","soundlike","Erlanger, Kentucky","Wed Oct 13 06:45:12 2010"
"201","210","QWA210W","122.168.40.81","meta","year","1990","Wed Oct 13 06:45:12 2010"
"202","210","QWA210W","122.168.40.81","meta","sex","male","Wed Oct 13 06:45:12 2010"
"203","210","QWA210W","122.168.40.81","meta","lang","Hindi, Sanskrit, Japanese","Wed Oct 13 06:45:12 2010"
"204","210","QWA210W","122.168.40.81","meta","sugg","I was born in India and migrated to USA when i was of 6months. ","Wed Oct 13 06:45:12 2010"
"205","212","QTF212J","112.200.142.101","meta","place","USA","Wed Oct 13 09:05:24 2010"
"206","212","QTF212J","112.200.142.101","meta","soundlike","Philippines","Wed Oct 13 09:05:24 2010"
"207","212","QTF212J","112.200.142.101","meta","year","1992","Wed Oct 13 09:05:24 2010"
"208","212","QTF212J","112.200.142.101","meta","sex","male","Wed Oct 13 09:05:24 2010"
"209","212","QTF212J","112.200.142.101","meta","lang","Filipino","Wed Oct 13 09:05:24 2010"
"210","212","QTF212J","112.200.142.101","meta","sugg","Very interesting study!","Wed Oct 13 09:05:24 2010"
"211","213","QIL213X","74.242.43.173","meta","place","USA","Wed Oct 13 09:13:22 2010"
"212","213","QIL213X","74.242.43.173","meta","soundlike","Alabama","Wed Oct 13 09:13:22 2010"
"213","213","QIL213X","74.242.43.173","meta","year","1964","Wed Oct 13 09:13:22 2010"
"214","213","QIL213X","74.242.43.173","meta","sex","none","Wed Oct 13 09:13:22 2010"
"215","213","QIL213X","74.242.43.173","meta","lang","None","Wed Oct 13 09:13:22 2010"
"216","213","QIL213X","74.242.43.173","meta","sugg",,"Wed Oct 13 09:13:22 2010"
"217","214","QKU214E","134.152.166.21","meta","place","USA","Wed Oct 13 09:45:32 2010"
"218","214","QKU214E","134.152.166.21","meta","soundlike","East Coast","Wed Oct 13 09:45:32 2010"
"219","214","QKU214E","134.152.166.21","meta","year",,"Wed Oct 13 09:45:32 2010"
"220","214","QKU214E","134.152.166.21","meta","sex","female","Wed Oct 13 09:45:32 2010"
"221","214","QKU214E","134.152.166.21","meta","lang","French, German","Wed Oct 13 09:45:32 2010"
"222","214","QKU214E","134.152.166.21","meta","sugg",,"Wed Oct 13 09:45:32 2010"
"223","215","QSK215X","167.138.234.20","meta","place","USA","Wed Oct 13 09:53:21 2010"
"224","215","QSK215X","167.138.234.20","meta","soundlike","Pennsylvania","Wed Oct 13 09:53:21 2010"
"225","215","QSK215X","167.138.234.20","meta","year",,"Wed Oct 13 09:53:21 2010"
"226","215","QSK215X","167.138.234.20","meta","sex","female","Wed Oct 13 09:53:21 2010"
"227","215","QSK215X","167.138.234.20","meta","lang","none","Wed Oct 13 09:53:21 2010"
"228","215","QSK215X","167.138.234.20","meta","sugg",,"Wed Oct 13 09:53:21 2010"
"229","216","QXM216F","98.221.157.117","meta","place","USA","Wed Oct 13 10:06:12 2010"
"230","216","QXM216F","98.221.157.117","meta","soundlike","New Jersey/ East Coast","Wed Oct 13 10:06:12 2010"
"231","216","QXM216F","98.221.157.117","meta","year","1986","Wed Oct 13 10:06:12 2010"
"232","216","QXM216F","98.221.157.117","meta","sex","male","Wed Oct 13 10:06:12 2010"
"233","216","QXM216F","98.221.157.117","meta","lang","None","Wed Oct 13 10:06:12 2010"
"234","216","QXM216F","98.221.157.117","meta","sugg","Interesting study! Thank you for letting me participate.","Wed Oct 13 10:06:12 2010"
"235","217","QJA217Y","98.109.115.240","meta","place","USA","Wed Oct 13 10:28:11 2010"
"236","217","QJA217Y","98.109.115.240","meta","soundlike","New Jersey","Wed Oct 13 10:28:11 2010"
"237","217","QJA217Y","98.109.115.240","meta","year","1980","Wed Oct 13 10:28:11 2010"
"238","217","QJA217Y","98.109.115.240","meta","sex","male","Wed Oct 13 10:28:11 2010"
"239","217","QJA217Y","98.109.115.240","meta","lang","none","Wed Oct 13 10:28:11 2010"
"240","217","QJA217Y","98.109.115.240","meta","sugg",,"Wed Oct 13 10:28:11 2010"
"241","218","QZU218C","96.236.230.36","meta","place","USA","Wed Oct 13 11:19:27 2010"
"242","218","QZU218C","96.236.230.36","meta","soundlike","Pittsburgh","Wed Oct 13 11:19:27 2010"
"243","218","QZU218C","96.236.230.36","meta","year","1964","Wed Oct 13 11:19:27 2010"
"244","218","QZU218C","96.236.230.36","meta","sex","female","Wed Oct 13 11:19:27 2010"
"245","218","QZU218C","96.236.230.36","meta","lang","Spanish","Wed Oct 13 11:19:27 2010"
"246","218","QZU218C","96.236.230.36","meta","sugg",,"Wed Oct 13 11:19:27 2010"
"247","219","QNO219J","68.54.178.237","meta","place","none","Wed Oct 13 11:17:42 2010"
"248","219","QNO219J","68.54.178.237","meta","soundlike","don't know","Wed Oct 13 11:17:42 2010"
"249","219","QNO219J","68.54.178.237","meta","year","1951","Wed Oct 13 11:17:42 2010"
"250","219","QNO219J","68.54.178.237","meta","sex","female","Wed Oct 13 11:17:42 2010"
"251","219","QNO219J","68.54.178.237","meta","lang","none","Wed Oct 13 11:17:42 2010"
"252","219","QNO219J","68.54.178.237","meta","sugg",,"Wed Oct 13 11:17:42 2010"
"253","220","QIT220P","72.47.8.217","meta","place","USA","Wed Oct 13 11:27:54 2010"
"254","220","QIT220P","72.47.8.217","meta","soundlike","idaho","Wed Oct 13 11:27:54 2010"
"255","220","QIT220P","72.47.8.217","meta","year",,"Wed Oct 13 11:27:54 2010"
"256","220","QIT220P","72.47.8.217","meta","sex","female","Wed Oct 13 11:27:54 2010"
"257","220","QIT220P","72.47.8.217","meta","lang","none","Wed Oct 13 11:27:54 2010"
"258","220","QIT220P","72.47.8.217","meta","sugg",,"Wed Oct 13 11:27:54 2010"
"259","221","QRH221I","173.189.15.212","meta","place","USA","Wed Oct 13 11:31:58 2010"
"260","221","QRH221I","173.189.15.212","meta","soundlike","south carolina","Wed Oct 13 11:31:58 2010"
"261","221","QRH221I","173.189.15.212","meta","year","1990","Wed Oct 13 11:31:58 2010"
"262","221","QRH221I","173.189.15.212","meta","sex","female","Wed Oct 13 11:31:58 2010"
"263","221","QRH221I","173.189.15.212","meta","lang",,"Wed Oct 13 11:31:58 2010"
"264","221","QRH221I","173.189.15.212","meta","sugg",,"Wed Oct 13 11:31:58 2010"
"265","222","QTM222Q","72.241.120.19","meta","place","USA","Wed Oct 13 12:53:02 2010"
"266","222","QTM222Q","72.241.120.19","meta","soundlike","Midwest/Ohio","Wed Oct 13 12:53:02 2010"
"267","222","QTM222Q","72.241.120.19","meta","year","1958","Wed Oct 13 12:53:02 2010"
"268","222","QTM222Q","72.241.120.19","meta","sex","female","Wed Oct 13 12:53:02 2010"
"269","222","QTM222Q","72.241.120.19","meta","lang","none","Wed Oct 13 12:53:02 2010"
"270","222","QTM222Q","72.241.120.19","meta","sugg","thanks!","Wed Oct 13 12:53:02 2010"
"271","224","QAV224H","67.181.102.51","meta","place","USA","Wed Oct 13 13:29:53 2010"
"272","224","QAV224H","67.181.102.51","meta","soundlike","CA,USA","Wed Oct 13 13:29:53 2010"
"273","224","QAV224H","67.181.102.51","meta","year",,"Wed Oct 13 13:29:53 2010"
"274","224","QAV224H","67.181.102.51","meta","sex","female","Wed Oct 13 13:29:53 2010"
"275","224","QAV224H","67.181.102.51","meta","lang","French,Hindi,Spanish","Wed Oct 13 13:29:53 2010"
"276","224","QAV224H","67.181.102.51","meta","sugg",,"Wed Oct 13 13:29:53 2010"
"277","225","QOP225W","72.95.156.227","meta","place","none","Wed Oct 13 13:43:15 2010"
"278","225","QOP225W","72.95.156.227","meta","soundlike",,"Wed Oct 13 13:43:15 2010"
"279","225","QOP225W","72.95.156.227","meta","year",,"Wed Oct 13 13:43:15 2010"
"280","225","QOP225W","72.95.156.227","meta","sex","female","Wed Oct 13 13:43:15 2010"
"281","225","QOP225W","72.95.156.227","meta","lang","english","Wed Oct 13 13:43:15 2010"
"282","225","QOP225W","72.95.156.227","meta","sugg",,"Wed Oct 13 13:43:15 2010"
"283","228","QBB228X","70.178.208.50","meta","place","USA","Wed Oct 13 14:28:41 2010"
"284","228","QBB228X","70.178.208.50","meta","soundlike","texas","Wed Oct 13 14:28:41 2010"
"285","228","QBB228X","70.178.208.50","meta","year",,"Wed Oct 13 14:28:41 2010"
"286","228","QBB228X","70.178.208.50","meta","sex","male","Wed Oct 13 14:28:41 2010"
"287","228","QBB228X","70.178.208.50","meta","lang","a little spanish","Wed Oct 13 14:28:41 2010"
"288","228","QBB228X","70.178.208.50","meta","sugg",,"Wed Oct 13 14:28:41 2010"
"289","229","QSU229A","76.79.184.7","meta","place","USA","Wed Oct 13 14:44:25 2010"
"290","229","QSU229A","76.79.184.7","meta","soundlike","Arizona","Wed Oct 13 14:44:25 2010"
"291","229","QSU229A","76.79.184.7","meta","year","1981","Wed Oct 13 14:44:25 2010"
